query	raw_translation	translation
orange bell pepper	"['(""citrus sinensis""[MeSH Terms] OR (""citrus""[All Fields] AND ""sinensis""[All Fields]) OR ""citrus sinensis""[All Fields] OR ""orange""[All Fields] OR ""oranges""[All Fields]) AND (""capsicum""[MeSH Terms] OR ""capsicum""[All Fields] OR (""bell""[All Fields] AND ""pepper""[All Fields]) OR ""bell pepper""[All Fields])', '(""citrus sinensis""[MeSH Terms] OR (""citrus""[All Fields] AND ""sinensis""[All Fields]) OR ""citrus sinensis""[All Fields] OR ""orange""[All Fields]) AND (""capsicum""[MeSH Terms] OR ""capsicum""[All Fields] OR (""bell""[All Fields] AND ""pepper""[All Fields]) OR ""bell pepper""[All Fields])']"	['citrus sinensis bell pepper', 'citrus sinensis capsicum', 'orange bell pepper', 'orange capsicum', 'oranges bell pepper', 'oranges capsicum']
orange mint	"['(""citrus sinensis""[MeSH Terms] OR (""citrus""[All Fields] AND ""sinensis""[All Fields]) OR ""citrus sinensis""[All Fields] OR ""orange""[All Fields] OR ""oranges""[All Fields]) AND (""mentha""[MeSH Terms] OR ""mentha""[All Fields] OR ""mint""[All Fields])', '(""citrus sinensis""[MeSH Terms] OR (""citrus""[All Fields] AND ""sinensis""[All Fields]) OR ""citrus sinensis""[All Fields] OR ""orange""[All Fields]) AND (""mentha""[MeSH Terms] OR ""mentha""[All Fields] OR ""mint""[All Fields])']"	['citrus sinensis mentha', 'citrus sinensis mint', 'orange mentha', 'orange mint', 'oranges mentha', 'oranges mint']
orange roughy	"['(""citrus sinensis""[MeSH Terms] OR (""citrus""[All Fields] AND ""sinensis""[All Fields]) OR ""citrus sinensis""[All Fields] OR ""orange""[All Fields] OR ""oranges""[All Fields]) AND ""roughy""[All Fields]', '(""citrus sinensis""[MeSH Terms] OR (""citrus""[All Fields] AND ""sinensis""[All Fields]) OR ""citrus sinensis""[All Fields] OR ""orange""[All Fields]) AND roughy[All Fields]']"	['citrus sinensis roughy', 'orange roughy', 'oranges roughy']
oregano	"['""origanum""[MeSH Terms] OR ""origanum""[All Fields] OR ""oregano""[All Fields]', '""origanum""[MeSH Terms] OR ""origanum""[All Fields] OR ""oregano""[All Fields]']"	['oregano', 'origanum']
oregon yampah	"['(""oregon""[MeSH Terms] OR ""oregon""[All Fields] OR ""oregon s""[All Fields]) AND ""yampah""[All Fields]', '(""oregon""[MeSH Terms] OR ""oregon""[All Fields]) AND yampah[All Fields]']"	['oregon s yampah', 'oregon yampah']
oriental wheat	"['(""asian people""[MeSH Terms] OR (""asian""[All Fields] AND ""people""[All Fields]) OR ""asian people""[All Fields] OR ""oriental""[All Fields] OR ""orientals""[All Fields]) AND (""triticum""[MeSH Terms] OR ""triticum""[All Fields] OR ""wheat""[All Fields] OR ""wheat s""[All Fields] OR ""wheats""[All Fields])', '(""asian people""[MeSH Terms] OR (""asian""[All Fields] AND ""people""[All Fields]) OR ""asian people""[All Fields] OR ""oriental""[All Fields]) AND (""triticum""[MeSH Terms] OR ""triticum""[All Fields] OR ""wheat""[All Fields])']"	['asian people triticum', 'asian people wheat', 'asian people wheat s', 'asian people wheats', 'oriental triticum', 'oriental wheat', 'oriental wheat s', 'oriental wheats', 'orientals triticum', 'orientals wheat', 'orientals wheat s', 'orientals wheats']
origanum majorana	"['""origanum""[MeSH Terms] OR ""origanum""[All Fields] OR (""origanum""[All Fields] AND ""majorana""[All Fields]) OR ""origanum majorana""[All Fields]', '""origanum""[MeSH Terms] OR ""origanum""[All Fields] OR (""origanum""[All Fields] AND ""majorana""[All Fields]) OR ""origanum majorana""[All Fields]']"	['origanum', 'origanum majorana']
origanum onites	"['""origanum""[MeSH Terms] OR ""origanum""[All Fields] OR (""origanum""[All Fields] AND ""onites""[All Fields]) OR ""origanum onites""[All Fields]', '""origanum""[MeSH Terms] OR ""origanum""[All Fields] OR (""origanum""[All Fields] AND ""onites""[All Fields]) OR ""origanum onites""[All Fields]']"	['origanum', 'origanum onites']
origanum vulgare	"['""origanum""[MeSH Terms] OR ""origanum""[All Fields] OR (""origanum""[All Fields] AND ""vulgare""[All Fields]) OR ""origanum vulgare""[All Fields]', '""origanum""[MeSH Terms] OR ""origanum""[All Fields] OR (""origanum""[All Fields] AND ""vulgare""[All Fields]) OR ""origanum vulgare""[All Fields]']"	['origanum', 'origanum vulgare']
origanum x majoricum	"['(""origanum""[MeSH Terms] OR ""origanum""[All Fields]) AND ""x""[All Fields] AND ""majoricum""[All Fields]', '(""origanum""[MeSH Terms] OR ""origanum""[All Fields]) AND x[All Fields] AND majoricum[All Fields]']"	['origanum x majoricum']
oryctolagus	"['""oryctolagus""[All Fields]', 'oryctolagus[All Fields]']"	['oryctolagus']
oryza rufipogon	"['(""oryza""[MeSH Terms] OR ""oryza""[All Fields] OR ""oryzae""[All Fields] OR ""oryzae s""[All Fields]) AND ""rufipogon""[All Fields]', '(""oryza""[MeSH Terms] OR ""oryza""[All Fields]) AND rufipogon[All Fields]']"	['oryza rufipogon', 'oryzae rufipogon', 'oryzae s rufipogon']
oryza sativa	"['""oryza""[MeSH Terms] OR ""oryza""[All Fields] OR (""oryza""[All Fields] AND ""sativa""[All Fields]) OR ""oryza sativa""[All Fields]', '""oryza""[MeSH Terms] OR ""oryza""[All Fields] OR (""oryza""[All Fields] AND ""sativa""[All Fields]) OR ""oryza sativa""[All Fields]']"	['oryza', 'oryza sativa']
osmeridae	"['""osmeriformes""[MeSH Terms] OR ""osmeriformes""[All Fields] OR ""osmeridae""[All Fields]', '""osmeriformes""[MeSH Terms] OR ""osmeriformes""[All Fields] OR ""osmeridae""[All Fields]']"	['osmeridae', 'osmeriformes']
osmerus mordax	"['""osmerus""[All Fields] AND ""mordax""[All Fields]', 'osmerus[All Fields] AND mordax[All Fields]']"	['osmerus mordax']
ostreidae	"['""ostreidae""[MeSH Terms] OR ""ostreidae""[All Fields]', '""ostreidae""[MeSH Terms] OR ""ostreidae""[All Fields]']"	['ostreidae']
ostrich	"['""ostrich""[All Fields] OR ""struthioniformes""[MeSH Terms] OR ""struthioniformes""[All Fields] OR ""ostriches""[All Fields]', 'ostrich[All Fields]']"	['ostrich', 'ostriches', 'struthioniformes']
ostrich fern	"['(""ostrich""[All Fields] OR ""struthioniformes""[MeSH Terms] OR ""struthioniformes""[All Fields] OR ""ostriches""[All Fields]) AND (""ferns""[MeSH Terms] OR ""ferns""[All Fields] OR ""fern""[All Fields])', 'ostrich[All Fields] AND (""ferns""[MeSH Terms] OR ""ferns""[All Fields] OR ""fern""[All Fields])']"	['ostrich fern', 'ostrich ferns', 'ostriches fern', 'ostriches ferns', 'struthioniformes fern', 'struthioniformes ferns']
oval-leaf huckleberry	"['""oval-leaf""[All Fields] AND (""huckleberry plant""[MeSH Terms] OR (""huckleberry""[All Fields] AND ""plant""[All Fields]) OR ""huckleberry plant""[All Fields] OR ""huckleberry""[All Fields])', 'oval-leaf[All Fields] AND ((""huckleberry""[All Fields] AND ""plant""[All Fields]) OR ""huckleberry plant""[All Fields] OR ""huckleberry""[All Fields])']"	['oval-leaf huckleberry', 'oval-leaf huckleberry plant']
ovis aries	"['""sheep, domestic""[MeSH Terms] OR (""sheep""[All Fields] AND ""domestic""[All Fields]) OR ""domestic sheep""[All Fields] OR (""ovis""[All Fields] AND ""aries""[All Fields]) OR ""ovis aries""[All Fields]', '""sheep, domestic""[MeSH Terms] OR (""sheep""[All Fields] AND ""domestic""[All Fields]) OR ""domestic sheep""[All Fields] OR (""ovis""[All Fields] AND ""aries""[All Fields]) OR ""ovis aries""[All Fields]']"	['domestic sheep', 'ovis aries', 'sheep domestic', 'sheep, domestic']
oxheart cabbage	"['""oxheart""[All Fields] AND (""brassica""[MeSH Terms] OR ""brassica""[All Fields] OR ""cabbage""[All Fields] OR ""cabbages""[All Fields])', 'oxheart[All Fields] AND (""brassica""[MeSH Terms] OR ""brassica""[All Fields] OR ""cabbage""[All Fields])']"	['oxheart brassica', 'oxheart cabbage', 'oxheart cabbages']
oyster	"['""ostreidae""[MeSH Terms] OR ""ostreidae""[All Fields] OR ""oyster""[All Fields] OR ""oysters""[All Fields] OR ""oyster s""[All Fields]', '""ostreidae""[MeSH Terms] OR ""ostreidae""[All Fields] OR ""oyster""[All Fields]']"	['ostreidae', 'oyster', 'oyster s', 'oysters']
oyster mushroom	"['""pleurotus""[MeSH Terms] OR ""pleurotus""[All Fields] OR (""oyster""[All Fields] AND ""mushroom""[All Fields]) OR ""oyster mushroom""[All Fields]', '""pleurotus""[MeSH Terms] OR ""pleurotus""[All Fields] OR (""oyster""[All Fields] AND ""mushroom""[All Fields]) OR ""oyster mushroom""[All Fields]']"	['oyster mushroom', 'pleurotus']
pachyrhizus erosus	"['""pachyrhizus""[MeSH Terms] OR ""pachyrhizus""[All Fields] OR (""pachyrhizus""[All Fields] AND ""erosus""[All Fields]) OR ""pachyrhizus erosus""[All Fields]', '""pachyrhizus""[MeSH Terms] OR ""pachyrhizus""[All Fields] OR (""pachyrhizus""[All Fields] AND ""erosus""[All Fields]) OR ""pachyrhizus erosus""[All Fields]']"	['pachyrhizus', 'pachyrhizus erosus']
pacific cod	"['(""pacific""[All Fields] OR ""pacific s""[All Fields]) AND ""cod""[All Fields]', 'pacific[All Fields] AND cod[All Fields]']"	['pacific cod', 'pacific s cod']
pacific halibut	"['(""pacific""[All Fields] OR ""pacific s""[All Fields]) AND (""flounder""[MeSH Terms] OR ""flounder""[All Fields] OR ""halibut""[All Fields])', 'pacific[All Fields] AND (""flounder""[MeSH Terms] OR ""flounder""[All Fields] OR ""halibut""[All Fields])']"	['pacific flounder', 'pacific halibut', 'pacific s flounder', 'pacific s halibut']
pacific herring	"['(""pacific""[All Fields] OR ""pacific s""[All Fields]) AND (""herring""[All Fields] OR ""herrings""[All Fields])', 'pacific[All Fields] AND herring[All Fields]']"	['pacific herring', 'pacific herrings', 'pacific s herring', 'pacific s herrings']
pacific jack mackerel	"['(""pacific""[All Fields] OR ""pacific s""[All Fields]) AND ""jack""[All Fields] AND (""perciformes""[MeSH Terms] OR ""perciformes""[All Fields] OR ""mackerel""[All Fields] OR ""mackerels""[All Fields])', 'pacific[All Fields] AND jack[All Fields] AND (""perciformes""[MeSH Terms] OR ""perciformes""[All Fields] OR ""mackerel""[All Fields])']"	['pacific jack mackerel', 'pacific jack mackerels', 'pacific jack perciformes', 'pacific s jack mackerel', 'pacific s jack mackerels', 'pacific s jack perciformes']
pacific ocean perch	"['(""pacific ocean""[MeSH Terms] OR (""pacific""[All Fields] AND ""ocean""[All Fields]) OR ""pacific ocean""[All Fields]) AND (""perched""[All Fields] OR ""perches""[MeSH Terms] OR ""perches""[All Fields] OR ""perch""[All Fields] OR ""perching""[All Fields])', '(""pacific ocean""[MeSH Terms] OR (""pacific""[All Fields] AND ""ocean""[All Fields]) OR ""pacific ocean""[All Fields]) AND (""perches""[MeSH Terms] OR ""perches""[All Fields] OR ""perch""[All Fields])']"	['pacific ocean perch', 'pacific ocean perched', 'pacific ocean perches', 'pacific ocean perching']
pacific oyster	"['(""pacific""[All Fields] OR ""pacific s""[All Fields]) AND (""ostreidae""[MeSH Terms] OR ""ostreidae""[All Fields] OR ""oyster""[All Fields] OR ""oysters""[All Fields] OR ""oyster s""[All Fields])', 'pacific[All Fields] AND (""ostreidae""[MeSH Terms] OR ""ostreidae""[All Fields] OR ""oyster""[All Fields])']"	['pacific ostreidae', 'pacific oyster', 'pacific oyster s', 'pacific oysters', 'pacific s ostreidae', 'pacific s oyster', 'pacific s oyster s', 'pacific s oysters']
pacific rockfish	"['(""pacific""[All Fields] OR ""pacific s""[All Fields]) AND (""rockfish""[All Fields] OR ""rockfishes""[All Fields])', 'pacific[All Fields] AND rockfish[All Fields]']"	['pacific rockfish', 'pacific rockfishes', 'pacific s rockfish', 'pacific s rockfishes']
pacific salmon	"['""oncorhynchus""[MeSH Terms] OR ""oncorhynchus""[All Fields] OR (""pacific""[All Fields] AND ""salmon""[All Fields]) OR ""pacific salmon""[All Fields]', '""oncorhynchus""[MeSH Terms] OR ""oncorhynchus""[All Fields] OR (""pacific""[All Fields] AND ""salmon""[All Fields]) OR ""pacific salmon""[All Fields]']"	['oncorhynchus', 'pacific salmon']
pacific sardine	"['(""pacific""[All Fields] OR ""pacific s""[All Fields]) AND (""sardine""[All Fields] OR ""sardines""[All Fields])', 'pacific[All Fields] AND sardine[All Fields]']"	['pacific s sardine', 'pacific s sardines', 'pacific sardine', 'pacific sardines']
painted comber	"['(""paint""[MeSH Terms] OR ""paint""[All Fields] OR ""paints""[All Fields] OR ""painted""[All Fields] OR ""painting s""[All Fields] OR ""paintings""[MeSH Terms] OR ""paintings""[All Fields] OR ""painting""[All Fields]) AND ""comber""[All Fields]', 'painted[All Fields] AND comber[All Fields]']"	['paint comber', 'painted comber', 'painting comber', 'painting s comber', 'paintings comber', 'paints comber']
pak choy	"['""pak""[All Fields] AND ""choy""[All Fields]', 'pak[All Fields] AND choy[All Fields]']"	['pak choy']
palinuridae	"['""palinuridae""[MeSH Terms] OR ""palinuridae""[All Fields]', '""palinuridae""[MeSH Terms] OR ""palinuridae""[All Fields]']"	['palinuridae']
panax	"['""panax""[MeSH Terms] OR ""panax""[All Fields]', '""panax""[MeSH Terms] OR ""panax""[All Fields]']"	['panax']
pangium edule	"['""pangium""[All Fields] AND ""edule""[All Fields]', 'pangium[All Fields] AND edule[All Fields]']"	['pangium edule']
panicum miliaceum	"['""panicum""[MeSH Terms] OR ""panicum""[All Fields] OR (""panicum""[All Fields] AND ""miliaceum""[All Fields]) OR ""panicum miliaceum""[All Fields]', '""panicum""[MeSH Terms] OR ""panicum""[All Fields] OR (""panicum""[All Fields] AND ""miliaceum""[All Fields]) OR ""panicum miliaceum""[All Fields]']"	['panicum', 'panicum miliaceum']
papaver	"['""papaver""[MeSH Terms] OR ""papaver""[All Fields]', '""papaver""[MeSH Terms] OR ""papaver""[All Fields]']"	['papaver']
papaya	"['""carica""[MeSH Terms] OR ""carica""[All Fields] OR ""papaya""[All Fields] OR ""papayas""[All Fields] OR ""papayae""[All Fields]', '""carica""[MeSH Terms] OR ""carica""[All Fields] OR ""papaya""[All Fields]']"	['carica', 'papaya', 'papayae', 'papayas']
paralithodes camtschaticus	"['(""anomura""[MeSH Terms] OR ""anomura""[All Fields] OR ""paralithodes""[All Fields]) AND ""camtschaticus""[All Fields]', '(""anomura""[MeSH Terms] OR ""anomura""[All Fields] OR ""paralithodes""[All Fields]) AND camtschaticus[All Fields]']"	['anomura camtschaticus', 'paralithodes camtschaticus']
parastichopus californicus	"['""parastichopus""[All Fields] AND ""californicus""[All Fields]', 'parastichopus[All Fields] AND californicus[All Fields]']"	['parastichopus californicus']
parsley	"['""petroselinum""[MeSH Terms] OR ""petroselinum""[All Fields] OR ""parsley""[All Fields]', '""petroselinum""[MeSH Terms] OR ""petroselinum""[All Fields] OR ""parsley""[All Fields]']"	['parsley', 'petroselinum']
parsnip	"['""pastinaca""[MeSH Terms] OR ""pastinaca""[All Fields] OR ""parsnip""[All Fields] OR ""parsnips""[All Fields]', '""pastinaca""[MeSH Terms] OR ""pastinaca""[All Fields] OR ""parsnip""[All Fields]']"	['parsnip', 'parsnips', 'pastinaca']
partridge berry	"['(""partridge""[All Fields] OR ""partridges""[All Fields]) AND (""berried""[All Fields] OR ""fruit""[MeSH Terms] OR ""fruit""[All Fields] OR ""berries""[All Fields] OR ""berry""[All Fields])', 'partridge[All Fields] AND (""fruit""[MeSH Terms] OR ""fruit""[All Fields] OR ""berry""[All Fields])']"	['partridge berried', 'partridge berries', 'partridge berry', 'partridge fruit', 'partridges berried', 'partridges berries', 'partridges berry', 'partridges fruit']
passiflora edulis	"['""passiflora""[MeSH Terms] OR ""passiflora""[All Fields] OR (""passiflora""[All Fields] AND ""edulis""[All Fields]) OR ""passiflora edulis""[All Fields]', '""passiflora""[MeSH Terms] OR ""passiflora""[All Fields] OR (""passiflora""[All Fields] AND ""edulis""[All Fields]) OR ""passiflora edulis""[All Fields]']"	['passiflora', 'passiflora edulis']
passion fruit	"['""passiflora""[MeSH Terms] OR ""passiflora""[All Fields] OR (""passion""[All Fields] AND ""fruit""[All Fields]) OR ""passion fruit""[All Fields]', '""passiflora""[MeSH Terms] OR ""passiflora""[All Fields] OR (""passion""[All Fields] AND ""fruit""[All Fields]) OR ""passion fruit""[All Fields]']"	['passiflora', 'passion fruit']
pastinaca sativa	"['""pastinaca""[MeSH Terms] OR ""pastinaca""[All Fields] OR (""pastinaca""[All Fields] AND ""sativa""[All Fields]) OR ""pastinaca sativa""[All Fields]', '""pastinaca""[MeSH Terms] OR ""pastinaca""[All Fields] OR (""pastinaca""[All Fields] AND ""sativa""[All Fields]) OR ""pastinaca sativa""[All Fields]']"	['pastinaca', 'pastinaca sativa']
pattypan squash	"['""pattypan""[All Fields] AND (""cucurbita""[MeSH Terms] OR ""cucurbita""[All Fields] OR ""squashes""[All Fields] OR ""racquet sports""[MeSH Terms] OR (""racquet""[All Fields] AND ""sports""[All Fields]) OR ""racquet sports""[All Fields] OR ""squash""[All Fields] OR ""squashed""[All Fields] OR ""squashing""[All Fields])', 'pattypan[All Fields] AND (""racquet sports""[MeSH Terms] OR (""racquet""[All Fields] AND ""sports""[All Fields]) OR ""racquet sports""[All Fields] OR ""squash""[All Fields] OR ""cucurbita""[MeSH Terms] OR ""cucurbita""[All Fields])']"	['pattypan cucurbita', 'pattypan racquet sports', 'pattypan squash', 'pattypan squashed', 'pattypan squashes', 'pattypan squashing']
paullinia cupana	"['""paullinia""[MeSH Terms] OR ""paullinia""[All Fields] OR (""paullinia""[All Fields] AND ""cupana""[All Fields]) OR ""paullinia cupana""[All Fields]', '""paullinia""[MeSH Terms] OR ""paullinia""[All Fields] OR (""paullinia""[All Fields] AND ""cupana""[All Fields]) OR ""paullinia cupana""[All Fields]']"	['paullinia', 'paullinia cupana']
pea	"['""peas""[MeSH Terms] OR ""peas""[All Fields] OR ""pea""[All Fields]', '""peas""[MeSH Terms] OR ""peas""[All Fields] OR ""pea""[All Fields]']"	['pea', 'peas']
peach	"['""prunus persica""[MeSH Terms] OR (""prunus""[All Fields] AND ""persica""[All Fields]) OR ""prunus persica""[All Fields] OR ""peach""[All Fields] OR ""peaches""[All Fields]', '""prunus persica""[MeSH Terms] OR (""prunus""[All Fields] AND ""persica""[All Fields]) OR ""prunus persica""[All Fields] OR ""peach""[All Fields]']"	['peach', 'peaches', 'prunus persica']
peanut	"['""arachis""[MeSH Terms] OR ""arachis""[All Fields] OR ""peanut""[All Fields] OR ""peanuts""[All Fields] OR ""peanut s""[All Fields]', '""arachis""[MeSH Terms] OR ""arachis""[All Fields] OR ""peanut""[All Fields]']"	['arachis', 'peanut', 'peanut s', 'peanuts']
pear	"['""pyrus""[MeSH Terms] OR ""pyrus""[All Fields] OR ""pear""[All Fields]', '""pyrus""[MeSH Terms] OR ""pyrus""[All Fields] OR ""pear""[All Fields]']"	['pear', 'pyrus']
pecan	"['""carya""[MeSH Terms] OR ""carya""[All Fields] OR ""pecan""[All Fields] OR ""pecans""[All Fields]', '""carya""[MeSH Terms] OR ""carya""[All Fields] OR ""pecan""[All Fields]']"	['carya', 'pecan', 'pecans']
pecan nut	"['(""carya""[MeSH Terms] OR ""carya""[All Fields] OR ""pecan""[All Fields] OR ""pecans""[All Fields]) AND (""nuts""[MeSH Terms] OR ""nuts""[All Fields] OR ""nut""[All Fields])', '(""carya""[MeSH Terms] OR ""carya""[All Fields] OR ""pecan""[All Fields]) AND (""nuts""[MeSH Terms] OR ""nuts""[All Fields] OR ""nut""[All Fields])']"	['carya nut', 'carya nuts', 'pecan nut', 'pecan nuts', 'pecans nut', 'pecans nuts']
pectinidae	"['""pectinidae""[MeSH Terms] OR ""pectinidae""[All Fields]', '""pectinidae""[MeSH Terms] OR ""pectinidae""[All Fields]']"	['pectinidae']
pediomelum esculentum	"['""pediomelum""[All Fields] AND ""esculentum""[All Fields]', 'pediomelum[All Fields] AND esculentum[All Fields]']"	['pediomelum esculentum']
